Feature Word,Priority Index Old,Proximity Score,Neighbour
Binary,0.5717461039679784,0.34222911628407215,downloaded
Basic,0.32514889549840736,0.3231176910750015,downloaded
Intel,0.6168298771263208,0.36008774124995535,downloaded
Developer's,0.4709893863127943,0.33499691266150505,downloaded
Architecture,0.6013306968371159,0.36820237102058895,downloaded
PDF,0.4211573137952143,0.3608366447977558,downloaded
See,0.4709893863127943,0.3301026825051412,downloaded
ISBN,0.4211573137952143,0.37201263108597926,downloaded
0-02-415480-6,0.2254847504632474,0.3231176910750015,downloaded
Macmillan,0.6168298771263208,0.4063981974607798,downloaded
Manual,0.4709893863127943,0.3338089905028547,downloaded
222-234,0.2254847504632474,0.3231176910750015,downloaded
Computer,0.5717461039679784,0.3429541930002293,downloaded
Dawson,0.736622700332299,0.33288619492182664,downloaded
Company,0.4709893863127943,0.35756743367586175,downloaded
Comparing,0.32514889549840736,0.3231176910750015,downloaded
Software,0.4709893863127943,0.3361848348201554,downloaded
document,0.4709893863127943,0.32451468936102945,downloaded
Arithmetic,0.32514889549840736,0.3231176910750015,downloaded
1985,0.2254847504632474,0.3231176910750015,downloaded
754-1985,0.2254847504632474,0.3231176910750015,downloaded
Society,0.4709893863127943,0.35162782288261,downloaded
Std,0.4709893863127943,0.3412786687933647,Standards
Std,0.4709893863127943,0.3412786687933647,downloaded
Publishing,0.4709893863127943,0.3587553558345121,downloaded
Volume,0.4709893863127943,0.33262106834420435,downloaded
Site,0.4709893863127943,0.3356906756492529,downloaded
IEEE Standards,0.6585957429883589,0.3896637813899184,downloaded
Intel Architecture,0.6585957429883589,0.3506382039218466,downloaded
Architecture Software,0.6234995314751898,0.36669183641583963,downloaded
Architecture Software,0.6234995314751898,0.36669183641583963,Binary
Macmillan Publishing,0.6585957429883589,0.3563907362324599,downloaded
Site Comparing,0.6585957429883589,0.39336078640741384,downloaded
IEEE Computer,0.6585957429883589,0.3471482236887215,downloaded
IEEE Std,0.6585957429883589,0.34375807571013534,downloaded
Computer Society,0.6234995314751898,0.3965057253332551,downloaded
Intel Architecture Software,1.0,0.3231176910750015,Standards
Intel Architecture Software,1.0,0.3231176910750015,downloaded
Intel Architecture Software,1.0,0.3231176910750015,Binary
IEEE Standards Site,1.0,0.3231176910750015,Standards
IEEE Standards Site,1.0,0.3231176910750015,downloaded
IEEE Standards Site,1.0,0.3231176910750015,Binary
IEEE Computer Society,1.0,0.3231176910750015,Standards
IEEE Computer Society,1.0,0.3231176910750015,downloaded
Site Comparing floating,0.2828562504292197,0.3635510541485974,downloaded
IEEE Standards Site Comparing,1.0,0.3231176910750015,Standards
IEEE Standards Site Comparing,1.0,0.3231176910750015,downloaded
IEEE Standards Site Comparing,1.0,0.3231176910750015,Binary
comparing,0.32514889549840736,0.31004562176854034,excellent
excellent,0.4709893863127943,0.3231176910750015,comparing
excellent,0.4709893863127943,0.3231176910750015,excellent
pitfalls,0.4709893863127943,0.3220195302423361,excellent
solutions,0.4709893863127943,0.3224587945754022,excellent
article,0.6289094815187359,0.3467881939946672,excellent
traps,0.4709893863127943,0.32179989807580295,excellent
floating,0.5585011314599886,0.3467881939946672,excellent
excellent article,0.6234995314751898,0.35937446479836155,excellent
Processors,0.4709893863127943,0.3231176910750015,solution
solution,0.5717461039679784,0.32927902879420107,solution
Bruce,0.736622700332299,0.3231176910750015,solution
usually,0.25989713495926897,0.3231176910750015,solution
wrong,0.32514889549840736,0.32839297524818273,solution
x86,0.6168298771263208,0.32927902879420107,solution
comparison,0.3884359909468871,0.32589078505761904,solution
epsilon,0.4709893863127943,0.3231176910750015,solution
epsilon,0.4709893863127943,0.3231176910750015,Bruce
Hint,0.4709893863127943,0.3231176910750015,solution
epsilon comparison,0.6234995314751898,0.3829539576435208,solution
x86 Processors,0.6585957429883589,0.32685203753392766,solution
issues,0.4709893863127943,0.3135055154676447,Hollasch
Hollasch,0.736622700332299,0.3105088808762286,Hollasch
good,0.25989713495926897,0.3586320037364632,Hollasch
another,0.01956023610167406,0.3133296538454354,Hollasch
specials,0.4709893863127943,0.31306306327984845,Hollasch
performance,0.4709893863127943,0.3231176910750015,issues
performance,0.4709893863127943,0.3231176910750015,Hollasch
covering,0.32514889549840736,0.3231176910750015,Hollasch
X86,0.6168298771263208,0.318090377177425,Hollasch
2001-2005,0.2254847504632474,0.41920891116337433,Hollasch
architecture,0.4709893863127943,0.318090377177425,Hollasch
performance issues,0.23504666712409938,0.3586320037364632,Hollasch
